Probability No. [98] | Set [Men: 1, Women: 1, Kids: 98] | Seats: 100 | total: 26.00
Probability No. [29008] | Set [Men: 3, Women: 96, Kids: 1] | Seats: 100 | total: 51.25
Probability No. [29498] | Set [Men: 4, Women: 1, Kids: 95] | Seats: 100 | total: 28.25
Probability No. [29596] | Set [Men: 4, Women: 2, Kids: 94] | Seats: 100 | total: 28.50
Probability No. [29694] | Set [Men: 4, Women: 3, Kids: 93] | Seats: 100 | total: 28.75
Probability No. [29792] | Set [Men: 4, Women: 4, Kids: 92] | Seats: 100 | total: 29.00
Probability No. [29890] | Set [Men: 4, Women: 5, Kids: 91] | Seats: 100 | total: 29.25
Probability No. [29988] | Set [Men: 4, Women: 6, Kids: 90] | Seats: 100 | total: 29.50
Probability No. [30086] | Set [Men: 4, Women: 7, Kids: 89] | Seats: 100 | total: 29.75
Probability No. [30184] | Set [Men: 4, Women: 8, Kids: 88] | Seats: 100 | total: 30.00
Probability No. [30282] | Set [Men: 4, Women: 9, Kids: 87] | Seats: 100 | total: 30.25
Probability No. [30380] | Set [Men: 4, Women: 10, Kids: 86] | Seats: 100 | total: 30.50
Probability No. [30478] | Set [Men: 4, Women: 11, Kids: 85] | Seats: 100 | total: 30.75
Probability No. [30576] | Set [Men: 4, Women: 12, Kids: 84] | Seats: 100 | total: 31.00
Probability No. [30674] | Set [Men: 4, Women: 13, Kids: 83] | Seats: 100 | total: 31.25
Probability No. [30772] | Set [Men: 4, Women: 14, Kids: 82] | Seats: 100 | total: 31.50
Probability No. [30870] | Set [Men: 4, Women: 15, Kids: 81] | Seats: 100 | total: 31.75
Probability No. [30968] | Set [Men: 4, Women: 16, Kids: 80] | Seats: 100 | total: 32.00
Probability No. [31066] | Set [Men: 4, Women: 17, Kids: 79] | Seats: 100 | total: 32.25
Probability No. [31164] | Set [Men: 4, Women: 18, Kids: 78] | Seats: 100 | total: 32.50
Probability No. [31262] | Set [Men: 4, Women: 19, Kids: 77] | Seats: 100 | total: 32.75
Probability No. [31360] | Set [Men: 4, Women: 20, Kids: 76] | Seats: 100 | total: 33.00
Probability No. [31458] | Set [Men: 4, Women: 21, Kids: 75] | Seats: 100 | total: 33.25
Probability No. [31556] | Set [Men: 4, Women: 22, Kids: 74] | Seats: 100 | total: 33.50
Probability No. [31654] | Set [Men: 4, Women: 23, Kids: 73] | Seats: 100 | total: 33.75
Probability No. [31752] | Set [Men: 4, Women: 24, Kids: 72] | Seats: 100 | total: 34.00
Probability No. [31850] | Set [Men: 4, Women: 25, Kids: 71] | Seats: 100 | total: 34.25
Probability No. [31948] | Set [Men: 4, Women: 26, Kids: 70] | Seats: 100 | total: 34.50
Probability No. [32046] | Set [Men: 4, Women: 27, Kids: 69] | Seats: 100 | total: 34.75
Probability No. [32144] | Set [Men: 4, Women: 28, Kids: 68] | Seats: 100 | total: 35.00
Probability No. [32242] | Set [Men: 4, Women: 29, Kids: 67] | Seats: 100 | total: 35.25
Probability No. [32340] | Set [Men: 4, Women: 30, Kids: 66] | Seats: 100 | total: 35.50
Probability No. [32438] | Set [Men: 4, Women: 31, Kids: 65] | Seats: 100 | total: 35.75
Probability No. [32536] | Set [Men: 4, Women: 32, Kids: 64] | Seats: 100 | total: 36.00
Probability No. [32634] | Set [Men: 4, Women: 33, Kids: 63] | Seats: 100 | total: 36.25
Probability No. [32732] | Set [Men: 4, Women: 34, Kids: 62] | Seats: 100 | total: 36.50
Probability No. [32830] | Set [Men: 4, Women: 35, Kids: 61] | Seats: 100 | total: 36.75
Probability No. [32928] | Set [Men: 4, Women: 36, Kids: 60] | Seats: 100 | total: 37.00
Probability No. [33026] | Set [Men: 4, Women: 37, Kids: 59] | Seats: 100 | total: 37.25
Probability No. [33124] | Set [Men: 4, Women: 38, Kids: 58] | Seats: 100 | total: 37.50
Probability No. [33222] | Set [Men: 4, Women: 39, Kids: 57] | Seats: 100 | total: 37.75
Probability No. [33320] | Set [Men: 4, Women: 40, Kids: 56] | Seats: 100 | total: 38.00
Probability No. [33418] | Set [Men: 4, Women: 41, Kids: 55] | Seats: 100 | total: 38.25
Probability No. [33516] | Set [Men: 4, Women: 42, Kids: 54] | Seats: 100 | total: 38.50
Probability No. [33614] | Set [Men: 4, Women: 43, Kids: 53] | Seats: 100 | total: 38.75
Probability No. [33712] | Set [Men: 4, Women: 44, Kids: 52] | Seats: 100 | total: 39.00
Probability No. [33810] | Set [Men: 4, Women: 45, Kids: 51] | Seats: 100 | total: 39.25
Probability No. [33908] | Set [Men: 4, Women: 46, Kids: 50] | Seats: 100 | total: 39.50
Probability No. [34006] | Set [Men: 4, Women: 47, Kids: 49] | Seats: 100 | total: 39.75
Probability No. [34104] | Set [Men: 4, Women: 48, Kids: 48] | Seats: 100 | total: 40.00
Probability No. [34202] | Set [Men: 4, Women: 49, Kids: 47] | Seats: 100 | total: 40.25
Probability No. [34300] | Set [Men: 4, Women: 50, Kids: 46] | Seats: 100 | total: 40.50
Probability No. [34398] | Set [Men: 4, Women: 51, Kids: 45] | Seats: 100 | total: 40.75
Probability No. [34496] | Set [Men: 4, Women: 52, Kids: 44] | Seats: 100 | total: 41.00
Probability No. [34594] | Set [Men: 4, Women: 53, Kids: 43] | Seats: 100 | total: 41.25
Probability No. [34692] | Set [Men: 4, Women: 54, Kids: 42] | Seats: 100 | total: 41.50
Probability No. [34790] | Set [Men: 4, Women: 55, Kids: 41] | Seats: 100 | total: 41.75
Probability No. [34888] | Set [Men: 4, Women: 56, Kids: 40] | Seats: 100 | total: 42.00
Probability No. [34986] | Set [Men: 4, Women: 57, Kids: 39] | Seats: 100 | total: 42.25
Probability No. [35084] | Set [Men: 4, Women: 58, Kids: 38] | Seats: 100 | total: 42.50
Probability No. [35182] | Set [Men: 4, Women: 59, Kids: 37] | Seats: 100 | total: 42.75
Probability No. [35280] | Set [Men: 4, Women: 60, Kids: 36] | Seats: 100 | total: 43.00
Probability No. [35378] | Set [Men: 4, Women: 61, Kids: 35] | Seats: 100 | total: 43.25
Probability No. [35476] | Set [Men: 4, Women: 62, Kids: 34] | Seats: 100 | total: 43.50
Probability No. [35574] | Set [Men: 4, Women: 63, Kids: 33] | Seats: 100 | total: 43.75
Probability No. [35672] | Set [Men: 4, Women: 64, Kids: 32] | Seats: 100 | total: 44.00
Probability No. [35770] | Set [Men: 4, Women: 65, Kids: 31] | Seats: 100 | total: 44.25
Probability No. [35868] | Set [Men: 4, Women: 66, Kids: 30] | Seats: 100 | total: 44.50
Probability No. [35966] | Set [Men: 4, Women: 67, Kids: 29] | Seats: 100 | total: 44.75
Probability No. [36064] | Set [Men: 4, Women: 68, Kids: 28] | Seats: 100 | total: 45.00
Probability No. [36162] | Set [Men: 4, Women: 69, Kids: 27] | Seats: 100 | total: 45.25
Probability No. [36260] | Set [Men: 4, Women: 70, Kids: 26] | Seats: 100 | total: 45.50
Probability No. [36358] | Set [Men: 4, Women: 71, Kids: 25] | Seats: 100 | total: 45.75
Probability No. [36456] | Set [Men: 4, Women: 72, Kids: 24] | Seats: 100 | total: 46.00
Probability No. [36554] | Set [Men: 4, Women: 73, Kids: 23] | Seats: 100 | total: 46.25
Probability No. [36652] | Set [Men: 4, Women: 74, Kids: 22] | Seats: 100 | total: 46.50
Probability No. [36750] | Set [Men: 4, Women: 75, Kids: 21] | Seats: 100 | total: 46.75
Probability No. [36848] | Set [Men: 4, Women: 76, Kids: 20] | Seats: 100 | total: 47.00
Probability No. [36946] | Set [Men: 4, Women: 77, Kids: 19] | Seats: 100 | total: 47.25
Probability No. [37044] | Set [Men: 4, Women: 78, Kids: 18] | Seats: 100 | total: 47.50
Probability No. [37142] | Set [Men: 4, Women: 79, Kids: 17] | Seats: 100 | total: 47.75
Probability No. [37240] | Set [Men: 4, Women: 80, Kids: 16] | Seats: 100 | total: 48.00
Probability No. [37338] | Set [Men: 4, Women: 81, Kids: 15] | Seats: 100 | total: 48.25
Probability No. [37436] | Set [Men: 4, Women: 82, Kids: 14] | Seats: 100 | total: 48.50
Probability No. [37534] | Set [Men: 4, Women: 83, Kids: 13] | Seats: 100 | total: 48.75
Probability No. [37632] | Set [Men: 4, Women: 84, Kids: 12] | Seats: 100 | total: 49.00
Probability No. [37730] | Set [Men: 4, Women: 85, Kids: 11] | Seats: 100 | total: 49.25
Probability No. [37828] | Set [Men: 4, Women: 86, Kids: 10] | Seats: 100 | total: 49.50
Probability No. [37926] | Set [Men: 4, Women: 87, Kids: 9] | Seats: 100 | total: 49.75
Probability No. [38024] | Set [Men: 4, Women: 88, Kids: 8] | Seats: 100 | total: 50.00
Probability No. [38122] | Set [Men: 4, Women: 89, Kids: 7] | Seats: 100 | total: 50.25
Probability No. [38220] | Set [Men: 4, Women: 90, Kids: 6] | Seats: 100 | total: 50.50
Probability No. [38318] | Set [Men: 4, Women: 91, Kids: 5] | Seats: 100 | total: 50.75
Probability No. [38416] | Set [Men: 4, Women: 92, Kids: 4] | Seats: 100 | total: 51.00
Probability No. [38514] | Set [Men: 4, Women: 93, Kids: 3] | Seats: 100 | total: 51.25
Probability No. [38612] | Set [Men: 4, Women: 94, Kids: 2] | Seats: 100 | total: 51.50
Probability No. [38710] | Set [Men: 4, Women: 95, Kids: 1] | Seats: 100 | total: 51.75
Probability No. [39298] | Set [Men: 5, Women: 1, Kids: 94] | Seats: 100 | total: 29.00
Probability No. [39396] | Set [Men: 5, Women: 2, Kids: 93] | Seats: 100 | total: 29.25
Probability No. [39494] | Set [Men: 5, Women: 3, Kids: 92] | Seats: 100 | total: 29.50
Probability No. [39592] | Set [Men: 5, Women: 4, Kids: 91] | Seats: 100 | total: 29.75
Probability No. [39690] | Set [Men: 5, Women: 5, Kids: 90] | Seats: 100 | total: 30.00
Probability No. [39788] | Set [Men: 5, Women: 6, Kids: 89] | Seats: 100 | total: 30.25
Probability No. [39886] | Set [Men: 5, Women: 7, Kids: 88] | Seats: 100 | total: 30.50
Probability No. [39984] | Set [Men: 5, Women: 8, Kids: 87] | Seats: 100 | total: 30.75
Probability No. [40082] | Set [Men: 5, Women: 9, Kids: 86] | Seats: 100 | total: 31.00
Probability No. [40180] | Set [Men: 5, Women: 10, Kids: 85] | Seats: 100 | total: 31.25
Probability No. [40278] | Set [Men: 5, Women: 11, Kids: 84] | Seats: 100 | total: 31.50
Probability No. [40376] | Set [Men: 5, Women: 12, Kids: 83] | Seats: 100 | total: 31.75
Probability No. [40474] | Set [Men: 5, Women: 13, Kids: 82] | Seats: 100 | total: 32.00
Probability No. [40572] | Set [Men: 5, Women: 14, Kids: 81] | Seats: 100 | total: 32.25
Probability No. [40670] | Set [Men: 5, Women: 15, Kids: 80] | Seats: 100 | total: 32.50
Probability No. [40768] | Set [Men: 5, Women: 16, Kids: 79] | Seats: 100 | total: 32.75
Probability No. [40866] | Set [Men: 5, Women: 17, Kids: 78] | Seats: 100 | total: 33.00
Probability No. [40964] | Set [Men: 5, Women: 18, Kids: 77] | Seats: 100 | total: 33.25
Probability No. [41062] | Set [Men: 5, Women: 19, Kids: 76] | Seats: 100 | total: 33.50
Probability No. [41160] | Set [Men: 5, Women: 20, Kids: 75] | Seats: 100 | total: 33.75
Probability No. [41258] | Set [Men: 5, Women: 21, Kids: 74] | Seats: 100 | total: 34.00
Probability No. [41356] | Set [Men: 5, Women: 22, Kids: 73] | Seats: 100 | total: 34.25
Probability No. [41454] | Set [Men: 5, Women: 23, Kids: 72] | Seats: 100 | total: 34.50
Probability No. [41552] | Set [Men: 5, Women: 24, Kids: 71] | Seats: 100 | total: 34.75
Probability No. [41650] | Set [Men: 5, Women: 25, Kids: 70] | Seats: 100 | total: 35.00
Probability No. [41748] | Set [Men: 5, Women: 26, Kids: 69] | Seats: 100 | total: 35.25
Probability No. [41846] | Set [Men: 5, Women: 27, Kids: 68] | Seats: 100 | total: 35.50
Probability No. [41944] | Set [Men: 5, Women: 28, Kids: 67] | Seats: 100 | total: 35.75
Probability No. [42042] | Set [Men: 5, Women: 29, Kids: 66] | Seats: 100 | total: 36.00
Probability No. [42140] | Set [Men: 5, Women: 30, Kids: 65] | Seats: 100 | total: 36.25
Probability No. [42238] | Set [Men: 5, Women: 31, Kids: 64] | Seats: 100 | total: 36.50
Probability No. [42336] | Set [Men: 5, Women: 32, Kids: 63] | Seats: 100 | total: 36.75
Probability No. [42434] | Set [Men: 5, Women: 33, Kids: 62] | Seats: 100 | total: 37.00
Probability No. [42532] | Set [Men: 5, Women: 34, Kids: 61] | Seats: 100 | total: 37.25
Probability No. [42630] | Set [Men: 5, Women: 35, Kids: 60] | Seats: 100 | total: 37.50
Probability No. [42728] | Set [Men: 5, Women: 36, Kids: 59] | Seats: 100 | total: 37.75
Probability No. [42826] | Set [Men: 5, Women: 37, Kids: 58] | Seats: 100 | total: 38.00
Probability No. [42924] | Set [Men: 5, Women: 38, Kids: 57] | Seats: 100 | total: 38.25
Probability No. [43022] | Set [Men: 5, Women: 39, Kids: 56] | Seats: 100 | total: 38.50
Probability No. [43120] | Set [Men: 5, Women: 40, Kids: 55] | Seats: 100 | total: 38.75
Probability No. [43218] | Set [Men: 5, Women: 41, Kids: 54] | Seats: 100 | total: 39.00
Probability No. [43316] | Set [Men: 5, Women: 42, Kids: 53] | Seats: 100 | total: 39.25
Probability No. [43414] | Set [Men: 5, Women: 43, Kids: 52] | Seats: 100 | total: 39.50
Probability No. [43512] | Set [Men: 5, Women: 44, Kids: 51] | Seats: 100 | total: 39.75
Probability No. [43610] | Set [Men: 5, Women: 45, Kids: 50] | Seats: 100 | total: 40.00
Probability No. [43708] | Set [Men: 5, Women: 46, Kids: 49] | Seats: 100 | total: 40.25
Probability No. [43806] | Set [Men: 5, Women: 47, Kids: 48] | Seats: 100 | total: 40.50
Probability No. [43904] | Set [Men: 5, Women: 48, Kids: 47] | Seats: 100 | total: 40.75
Probability No. [44002] | Set [Men: 5, Women: 49, Kids: 46] | Seats: 100 | total: 41.00
Probability No. [44100] | Set [Men: 5, Women: 50, Kids: 45] | Seats: 100 | total: 41.25
Probability No. [44198] | Set [Men: 5, Women: 51, Kids: 44] | Seats: 100 | total: 41.50
Probability No. [44296] | Set [Men: 5, Women: 52, Kids: 43] | Seats: 100 | total: 41.75
Probability No. [44394] | Set [Men: 5, Women: 53, Kids: 42] | Seats: 100 | total: 42.00
Probability No. [44492] | Set [Men: 5, Women: 54, Kids: 41] | Seats: 100 | total: 42.25
Probability No. [44590] | Set [Men: 5, Women: 55, Kids: 40] | Seats: 100 | total: 42.50
Probability No. [44688] | Set [Men: 5, Women: 56, Kids: 39] | Seats: 100 | total: 42.75
Probability No. [44786] | Set [Men: 5, Women: 57, Kids: 38] | Seats: 100 | total: 43.00
Probability No. [44884] | Set [Men: 5, Women: 58, Kids: 37] | Seats: 100 | total: 43.25
Probability No. [44982] | Set [Men: 5, Women: 59, Kids: 36] | Seats: 100 | total: 43.50
Probability No. [45080] | Set [Men: 5, Women: 60, Kids: 35] | Seats: 100 | total: 43.75
Probability No. [45178] | Set [Men: 5, Women: 61, Kids: 34] | Seats: 100 | total: 44.00
Probability No. [45276] | Set [Men: 5, Women: 62, Kids: 33] | Seats: 100 | total: 44.25
Probability No. [45374] | Set [Men: 5, Women: 63, Kids: 32] | Seats: 100 | total: 44.50
Probability No. [45472] | Set [Men: 5, Women: 64, Kids: 31] | Seats: 100 | total: 44.75
Probability No. [45570] | Set [Men: 5, Women: 65, Kids: 30] | Seats: 100 | total: 45.00
Probability No. [45668] | Set [Men: 5, Women: 66, Kids: 29] | Seats: 100 | total: 45.25
Probability No. [45766] | Set [Men: 5, Women: 67, Kids: 28] | Seats: 100 | total: 45.50
Probability No. [45864] | Set [Men: 5, Women: 68, Kids: 27] | Seats: 100 | total: 45.75
Probability No. [45962] | Set [Men: 5, Women: 69, Kids: 26] | Seats: 100 | total: 46.00
Probability No. [46060] | Set [Men: 5, Women: 70, Kids: 25] | Seats: 100 | total: 46.25
Probability No. [46158] | Set [Men: 5, Women: 71, Kids: 24] | Seats: 100 | total: 46.50
Probability No. [46256] | Set [Men: 5, Women: 72, Kids: 23] | Seats: 100 | total: 46.75
Probability No. [46354] | Set [Men: 5, Women: 73, Kids: 22] | Seats: 100 | total: 47.00
Probability No. [46452] | Set [Men: 5, Women: 74, Kids: 21] | Seats: 100 | total: 47.25
Probability No. [46550] | Set [Men: 5, Women: 75, Kids: 20] | Seats: 100 | total: 47.50
Probability No. [46648] | Set [Men: 5, Women: 76, Kids: 19] | Seats: 100 | total: 47.75
Probability No. [46746] | Set [Men: 5, Women: 77, Kids: 18] | Seats: 100 | total: 48.00
Probability No. [46844] | Set [Men: 5, Women: 78, Kids: 17] | Seats: 100 | total: 48.25
Probability No. [46942] | Set [Men: 5, Women: 79, Kids: 16] | Seats: 100 | total: 48.50
Probability No. [47040] | Set [Men: 5, Women: 80, Kids: 15] | Seats: 100 | total: 48.75
Probability No. [47138] | Set [Men: 5, Women: 81, Kids: 14] | Seats: 100 | total: 49.00
Probability No. [47236] | Set [Men: 5, Women: 82, Kids: 13] | Seats: 100 | total: 49.25
Probability No. [47334] | Set [Men: 5, Women: 83, Kids: 12] | Seats: 100 | total: 49.50
Probability No. [47432] | Set [Men: 5, Women: 84, Kids: 11] | Seats: 100 | total: 49.75
Probability No. [47530] | Set [Men: 5, Women: 85, Kids: 10] | Seats: 100 | total: 50.00
Probability No. [47628] | Set [Men: 5, Women: 86, Kids: 9] | Seats: 100 | total: 50.25
Probability No. [47726] | Set [Men: 5, Women: 87, Kids: 8] | Seats: 100 | total: 50.50
Probability No. [47824] | Set [Men: 5, Women: 88, Kids: 7] | Seats: 100 | total: 50.75
Probability No. [47922] | Set [Men: 5, Women: 89, Kids: 6] | Seats: 100 | total: 51.00
Probability No. [48020] | Set [Men: 5, Women: 90, Kids: 5] | Seats: 100 | total: 51.25
Probability No. [48118] | Set [Men: 5, Women: 91, Kids: 4] | Seats: 100 | total: 51.50
Probability No. [48216] | Set [Men: 5, Women: 92, Kids: 3] | Seats: 100 | total: 51.75
Probability No. [48314] | Set [Men: 5, Women: 93, Kids: 2] | Seats: 100 | total: 52.00
Probability No. [48412] | Set [Men: 5, Women: 94, Kids: 1] | Seats: 100 | total: 52.25
Probability No. [49098] | Set [Men: 6, Women: 1, Kids: 93] | Seats: 100 | total: 29.75
Probability No. [49196] | Set [Men: 6, Women: 2, Kids: 92] | Seats: 100 | total: 30.00
Probability No. [49294] | Set [Men: 6, Women: 3, Kids: 91] | Seats: 100 | total: 30.25
Probability No. [49392] | Set [Men: 6, Women: 4, Kids: 90] | Seats: 100 | total: 30.50
Probability No. [49490] | Set [Men: 6, Women: 5, Kids: 89] | Seats: 100 | total: 30.75
Probability No. [49588] | Set [Men: 6, Women: 6, Kids: 88] | Seats: 100 | total: 31.00
Probability No. [49686] | Set [Men: 6, Women: 7, Kids: 87] | Seats: 100 | total: 31.25
Probability No. [49784] | Set [Men: 6, Women: 8, Kids: 86] | Seats: 100 | total: 31.50
Probability No. [49882] | Set [Men: 6, Women: 9, Kids: 85] | Seats: 100 | total: 31.75
Probability No. [49980] | Set [Men: 6, Women: 10, Kids: 84] | Seats: 100 | total: 32.00
Probability No. [50078] | Set [Men: 6, Women: 11, Kids: 83] | Seats: 100 | total: 32.25
Probability No. [50176] | Set [Men: 6, Women: 12, Kids: 82] | Seats: 100 | total: 32.50
Probability No. [50274] | Set [Men: 6, Women: 13, Kids: 81] | Seats: 100 | total: 32.75
Probability No. [50372] | Set [Men: 6, Women: 14, Kids: 80] | Seats: 100 | total: 33.00
Probability No. [50470] | Set [Men: 6, Women: 15, Kids: 79] | Seats: 100 | total: 33.25
Probability No. [50568] | Set [Men: 6, Women: 16, Kids: 78] | Seats: 100 | total: 33.50
Probability No. [50666] | Set [Men: 6, Women: 17, Kids: 77] | Seats: 100 | total: 33.75
Probability No. [50764] | Set [Men: 6, Women: 18, Kids: 76] | Seats: 100 | total: 34.00
Probability No. [50862] | Set [Men: 6, Women: 19, Kids: 75] | Seats: 100 | total: 34.25
Probability No. [50960] | Set [Men: 6, Women: 20, Kids: 74] | Seats: 100 | total: 34.50
Probability No. [51058] | Set [Men: 6, Women: 21, Kids: 73] | Seats: 100 | total: 34.75
Probability No. [51156] | Set [Men: 6, Women: 22, Kids: 72] | Seats: 100 | total: 35.00
Probability No. [51254] | Set [Men: 6, Women: 23, Kids: 71] | Seats: 100 | total: 35.25
Probability No. [51352] | Set [Men: 6, Women: 24, Kids: 70] | Seats: 100 | total: 35.50
Probability No. [51450] | Set [Men: 6, Women: 25, Kids: 69] | Seats: 100 | total: 35.75
Probability No. [51548] | Set [Men: 6, Women: 26, Kids: 68] | Seats: 100 | total: 36.00
Probability No. [51646] | Set [Men: 6, Women: 27, Kids: 67] | Seats: 100 | total: 36.25
Probability No. [51744] | Set [Men: 6, Women: 28, Kids: 66] | Seats: 100 | total: 36.50
Probability No. [51842] | Set [Men: 6, Women: 29, Kids: 65] | Seats: 100 | total: 36.75
Probability No. [51940] | Set [Men: 6, Women: 30, Kids: 64] | Seats: 100 | total: 37.00
Probability No. [52038] | Set [Men: 6, Women: 31, Kids: 63] | Seats: 100 | total: 37.25
Probability No. [52136] | Set [Men: 6, Women: 32, Kids: 62] | Seats: 100 | total: 37.50
Probability No. [52234] | Set [Men: 6, Women: 33, Kids: 61] | Seats: 100 | total: 37.75
Probability No. [52332] | Set [Men: 6, Women: 34, Kids: 60] | Seats: 100 | total: 38.00
